,SampleID,Env
1445,SRR5580473,Population Characteristics:Health
1446,SRR5580474,Population Characteristics:Health
1447,SRR5580475,Population Characteristics:Health
1448,SRR5580476,Population Characteristics:Health
1449,SRR5580477,Population Characteristics:Health
1450,SRR5580478,Population Characteristics:Health
1451,SRR5580479,Population Characteristics:Health
1452,SRR5580480,Population Characteristics:Health
1453,SRR5580481,Population Characteristics:Health
1454,SRR5580482,Population Characteristics:Health
1455,SRR5580483,Population Characteristics:Health
1456,SRR5580484,Population Characteristics:Health
1457,SRR5580485,Population Characteristics:Health
1458,SRR5580486,Population Characteristics:Health
1459,SRR5580487,Population Characteristics:Health
1460,SRR5580488,Population Characteristics:Health
1461,SRR5580489,Population Characteristics:Health
1462,SRR5580490,Population Characteristics:Health
1463,SRR5580491,Population Characteristics:Health
1464,SRR5580492,Population Characteristics:Health
1465,SRR5580493,Population Characteristics:Health
1466,SRR5580494,Population Characteristics:Health
1467,SRR5580495,Population Characteristics:Health
1468,SRR5580496,Population Characteristics:Health
1469,SRR5580497,Population Characteristics:Health
1470,SRR5580498,Population Characteristics:Health
1471,SRR5580499,Population Characteristics:Health
1472,SRR5580500,Population Characteristics:Health
1473,SRR5580501,Population Characteristics:Health
1474,SRR5580502,Population Characteristics:Health
1475,SRR5580503,Population Characteristics:Health
1476,SRR5580504,Population Characteristics:Health
1477,SRR5580505,Population Characteristics:Health
1478,SRR5580506,Population Characteristics:Health
1479,SRR5580507,Population Characteristics:Health
1480,SRR5580508,Population Characteristics:Health
1481,SRR5580509,Population Characteristics:Health
1482,SRR5580510,Population Characteristics:Health
1483,SRR5580511,Population Characteristics:Health
1484,SRR5580512,Population Characteristics:Health
1485,SRR5580513,Population Characteristics:Health
1486,SRR5580514,Population Characteristics:Health
1487,SRR5580515,Population Characteristics:Health
1488,SRR5580516,Population Characteristics:Health
1489,SRR5580517,Population Characteristics:Health
1490,SRR5580518,Population Characteristics:Health
1491,SRR5580519,Population Characteristics:Health
1492,SRR5580520,Population Characteristics:Health
1493,SRR5580521,Population Characteristics:Health
1494,SRR5580522,Population Characteristics:Health
1495,SRR5580523,Population Characteristics:Health
1496,SRR5580524,Population Characteristics:Health
1497,SRR5580525,Population Characteristics:Health
1498,SRR5580526,Population Characteristics:Health
1499,SRR5580527,Population Characteristics:Health
1500,SRR5580528,Population Characteristics:Health
1501,SRR5580529,Population Characteristics:Health
1502,SRR5580530,Population Characteristics:Health
1503,SRR5580531,Population Characteristics:Health
1504,SRR5580532,Population Characteristics:Health
1505,SRR5580533,Population Characteristics:Health
1506,SRR5580534,Population Characteristics:Health
1507,SRR5580535,Population Characteristics:Health
1508,SRR5580536,Population Characteristics:Health
1509,SRR5580537,Population Characteristics:Health
1510,SRR5580538,Population Characteristics:Health
1511,SRR5580539,Population Characteristics:Health
1512,SRR5580540,Population Characteristics:Health
1513,SRR5580541,Population Characteristics:Health
1514,SRR5580542,Population Characteristics:Health
1515,SRR5580543,Population Characteristics:Health
1516,SRR5580544,Population Characteristics:Health
1517,SRR5580545,Population Characteristics:Health
1518,SRR5580546,Population Characteristics:Health
1519,SRR5580547,Population Characteristics:Health
1520,SRR5580548,Population Characteristics:Health
1521,SRR5580549,Population Characteristics:Health
1522,SRR5580550,Population Characteristics:Health
1523,SRR5580551,Population Characteristics:Health
1524,SRR5580552,Population Characteristics:Health
1525,SRR5580553,Population Characteristics:Health
1526,SRR5580554,Population Characteristics:Health
1527,SRR5580555,Population Characteristics:Health
1528,SRR5580556,Population Characteristics:Health
1529,SRR5580557,Population Characteristics:Health
1530,SRR5580558,Population Characteristics:Health
1531,SRR5580559,Population Characteristics:Health
1532,SRR5580560,Population Characteristics:Health
1533,SRR5580561,Population Characteristics:Health
1534,SRR5580562,Population Characteristics:Health
1535,SRR5580563,Population Characteristics:Health
1536,SRR5580564,Population Characteristics:Health
1537,SRR5580565,Population Characteristics:Health
1538,SRR5580566,Population Characteristics:Health
1539,SRR5580567,Population Characteristics:Health
1540,SRR5580568,Population Characteristics:Health
1541,SRR5580569,Population Characteristics:Health
1542,SRR5580570,Population Characteristics:Health
1543,SRR5580571,Population Characteristics:Health
1544,SRR5580572,Population Characteristics:Health
1545,SRR5580573,Population Characteristics:Health
1546,SRR5580574,Population Characteristics:Health
1547,SRR5580575,Population Characteristics:Health
1548,SRR5580576,Population Characteristics:Health
1549,SRR5580577,Population Characteristics:Health
1550,SRR5580578,Population Characteristics:Health
1551,SRR5580579,Population Characteristics:Health
1552,SRR5580580,Population Characteristics:Health
1553,SRR5580581,Population Characteristics:Health
1554,SRR5580582,Population Characteristics:Health
1555,SRR5580583,Population Characteristics:Health
1556,SRR5580584,Population Characteristics:Health
1557,SRR5580585,Population Characteristics:Health
1558,SRR5580586,Population Characteristics:Health
1559,SRR5580587,Population Characteristics:Health
1560,SRR5580588,Population Characteristics:Health
1561,SRR5580589,Population Characteristics:Health
1562,SRR5580590,Population Characteristics:Health
1563,SRR5580591,Population Characteristics:Health
1564,SRR5580592,Population Characteristics:Health
1565,SRR5580593,Population Characteristics:Health
1566,SRR5580594,Population Characteristics:Health
1567,SRR5580595,Population Characteristics:Health
1568,SRR5580596,Population Characteristics:Health
1569,SRR5580597,Population Characteristics:Health
1570,SRR5580598,Population Characteristics:Health
1571,SRR5580599,Population Characteristics:Health
1572,SRR5580600,Population Characteristics:Health
1573,SRR5580601,Population Characteristics:Health
1574,SRR5580602,Population Characteristics:Health
1575,SRR5580603,Population Characteristics:Health
1576,SRR5580604,Population Characteristics:Health
1577,SRR5580605,Population Characteristics:Health
1578,SRR5580606,Population Characteristics:Health
1579,SRR5580607,Population Characteristics:Health
1580,SRR5580608,Population Characteristics:Health
1581,SRR5580609,Population Characteristics:Health
1582,SRR5580610,Population Characteristics:Health
1583,SRR5580611,Population Characteristics:Health
1584,SRR5580612,Population Characteristics:Health
1585,SRR5580613,Population Characteristics:Health
1586,SRR5580614,Population Characteristics:Health
1587,SRR5580615,Population Characteristics:Health
1588,SRR5580616,Population Characteristics:Health
1589,SRR5580617,Population Characteristics:Health
1590,SRR5580618,Population Characteristics:Health
1591,SRR5580619,Population Characteristics:Health
1592,SRR5580620,Population Characteristics:Health
1593,SRR5580621,Population Characteristics:Health
1594,SRR5580622,Population Characteristics:Health
1595,SRR5580623,Population Characteristics:Health
1596,SRR5580624,Population Characteristics:Health
1597,SRR5580625,Population Characteristics:Health
1598,SRR5580626,Population Characteristics:Health
1599,SRR5580627,Population Characteristics:Health
1600,SRR5580628,Population Characteristics:Health
1601,SRR5580629,Population Characteristics:Health
1602,SRR5580630,Population Characteristics:Health
1603,SRR5580631,Population Characteristics:Health
1604,SRR5580632,Population Characteristics:Health
1605,SRR5580633,Population Characteristics:Health
1606,SRR5580634,Population Characteristics:Health
1607,SRR5580635,Population Characteristics:Health
1608,SRR5580636,Population Characteristics:Health
1609,SRR5580637,Population Characteristics:Health
1610,SRR5580638,Population Characteristics:Health
1611,SRR5580639,Population Characteristics:Health
1612,SRR5580640,Population Characteristics:Health
1613,SRR5580641,Population Characteristics:Health
1614,SRR5580642,Population Characteristics:Health
1615,SRR5580643,Population Characteristics:Health
1616,SRR5580644,Population Characteristics:Health
1617,SRR5580645,Population Characteristics:Health
1618,SRR5580646,Population Characteristics:Health
1619,SRR5580647,Population Characteristics:Health
1620,SRR5580648,Population Characteristics:Health
1621,SRR5580649,Population Characteristics:Health
1622,SRR5580650,Population Characteristics:Health
1623,SRR5580651,Population Characteristics:Health
1624,SRR5580652,Population Characteristics:Health
1625,SRR5601899,Population Characteristics:Health
1626,SRR5601900,Population Characteristics:Health
1627,SRR5601901,Population Characteristics:Health
1628,SRR5601902,Population Characteristics:Health
1629,SRR5601903,Population Characteristics:Health
1630,SRR5601904,Population Characteristics:Health
1631,SRR5601905,Population Characteristics:Health
1632,SRR5601906,Population Characteristics:Health
1633,SRR5601907,Population Characteristics:Health
1634,SRR5601908,Population Characteristics:Health
1635,SRR5601909,Population Characteristics:Health
1636,SRR5601910,Population Characteristics:Health
1637,SRR5601911,Population Characteristics:Health
1638,SRR5601913,Population Characteristics:Health
1639,SRR5601914,Population Characteristics:Health
1640,SRR5601915,Population Characteristics:Health
1641,SRR5601916,Population Characteristics:Health
1642,SRR5601917,Population Characteristics:Health
1643,SRR5601918,Population Characteristics:Health
1644,SRR5601919,Population Characteristics:Health
1645,SRR5601920,Population Characteristics:Health
1646,SRR5601922,Population Characteristics:Health
1647,SRR5601923,Population Characteristics:Health
1648,SRR5601924,Population Characteristics:Health
1649,SRR5601925,Population Characteristics:Health
1650,SRR5601926,Population Characteristics:Health
1651,SRR5601927,Population Characteristics:Health
1652,SRR5601928,Population Characteristics:Health
1653,SRR5601929,Population Characteristics:Health
1654,SRR5601930,Population Characteristics:Health
1655,SRR5601931,Population Characteristics:Health
1656,SRR5601932,Population Characteristics:Health
1657,SRR5601933,Population Characteristics:Health
1658,SRR5601934,Population Characteristics:Health
1659,SRR5601935,Population Characteristics:Health
1660,SRR5601936,Population Characteristics:Health
1661,SRR5601937,Population Characteristics:Health
1662,SRR5601938,Population Characteristics:Health
1663,SRR5601939,Population Characteristics:Health
1664,SRR5601940,Population Characteristics:Health
1665,SRR5601941,Population Characteristics:Health
1666,SRR5601942,Population Characteristics:Health
1667,SRR5601943,Population Characteristics:Health
1668,SRR5601944,Population Characteristics:Health
1669,SRR5601945,Population Characteristics:Health
1670,SRR5601946,Population Characteristics:Health
1671,SRR5601947,Population Characteristics:Health
1672,SRR5601948,Population Characteristics:Health
1673,SRR5601949,Population Characteristics:Health
1674,SRR5601950,Population Characteristics:Health
1675,SRR5601951,Population Characteristics:Health
1676,SRR5601952,Population Characteristics:Health
1677,SRR5601953,Population Characteristics:Health
1678,SRR5601954,Population Characteristics:Health
1679,SRR5601955,Population Characteristics:Health
1680,SRR5601957,Population Characteristics:Health
1681,SRR5601958,Population Characteristics:Health
1682,SRR5601959,Population Characteristics:Health
1683,SRR5601960,Population Characteristics:Health
1684,SRR5601962,Population Characteristics:Health
1685,SRR5601963,Population Characteristics:Health
1686,SRR5601964,Population Characteristics:Health
1687,SRR5601965,Population Characteristics:Health
1688,SRR5601967,Population Characteristics:Health
1689,SRR5601969,Population Characteristics:Health
1690,SRR5601970,Population Characteristics:Health
1691,SRR5601971,Population Characteristics:Health
1692,SRR5601972,Population Characteristics:Health
1693,SRR5601973,Population Characteristics:Health
1694,SRR5601974,Population Characteristics:Health
1695,SRR5601975,Population Characteristics:Health
1696,SRR5601976,Population Characteristics:Health
1697,SRR5601977,Population Characteristics:Health
1698,SRR5601978,Population Characteristics:Health
1699,SRR5601979,Population Characteristics:Health
1700,SRR5601980,Population Characteristics:Health
1701,SRR5601981,Population Characteristics:Health
1702,SRR5601982,Population Characteristics:Health
1703,SRR5601983,Population Characteristics:Health
1704,SRR5601984,Population Characteristics:Health
1705,SRR5601985,Population Characteristics:Health
1706,SRR5601986,Population Characteristics:Health
1707,SRR5601987,Population Characteristics:Health
1708,SRR5601988,Population Characteristics:Health
1709,SRR5601989,Population Characteristics:Health
1710,SRR5601990,Population Characteristics:Health
1711,SRR5601992,Population Characteristics:Health
1712,SRR5601993,Population Characteristics:Health
1713,SRR5601994,Population Characteristics:Health
1714,SRR5601995,Population Characteristics:Health
1715,SRR5601996,Population Characteristics:Health
1716,SRR5601997,Population Characteristics:Health
1717,SRR5601998,Population Characteristics:Health
1718,SRR5601999,Population Characteristics:Health
1719,SRR5602000,Population Characteristics:Health
1720,SRR5602001,Population Characteristics:Health
1721,SRR5602002,Population Characteristics:Health
1722,SRR5602003,Population Characteristics:Health
1723,SRR5602004,Population Characteristics:Health
1724,SRR5602005,Population Characteristics:Health
1725,SRR5602006,Population Characteristics:Health
1726,SRR5602007,Population Characteristics:Health
1727,SRR5602008,Population Characteristics:Health
1728,SRR5602009,Population Characteristics:Health
1729,SRR5602010,Population Characteristics:Health
1730,SRR5602011,Population Characteristics:Health
1731,SRR5602012,Population Characteristics:Health
1732,SRR5602014,Population Characteristics:Health
1733,SRR5602015,Population Characteristics:Health
1734,SRR5602016,Population Characteristics:Health
1735,SRR5602017,Population Characteristics:Health
1736,SRR5602018,Population Characteristics:Health
1737,SRR5602019,Population Characteristics:Health
1738,SRR5602020,Population Characteristics:Health
1739,SRR5602021,Population Characteristics:Health
1740,SRR5602022,Population Characteristics:Health
1741,SRR5602023,Population Characteristics:Health
1742,SRR5602025,Population Characteristics:Health
1743,SRR5602026,Population Characteristics:Health
1744,SRR5602027,Population Characteristics:Health
1745,SRR5602028,Population Characteristics:Health
1746,SRR5602029,Population Characteristics:Health
1747,SRR5602030,Population Characteristics:Health
1748,SRR5602031,Population Characteristics:Health
1749,SRR5602032,Population Characteristics:Health
1750,SRR5602033,Population Characteristics:Health
1751,SRR5602034,Population Characteristics:Health
1752,SRR5602035,Population Characteristics:Health
1753,SRR5602036,Population Characteristics:Health
1754,SRR5602038,Population Characteristics:Health
1755,SRR5602039,Population Characteristics:Health
1756,SRR5602040,Population Characteristics:Health
1757,SRR5602041,Population Characteristics:Health
1758,SRR5602042,Population Characteristics:Health
1759,SRR5602043,Population Characteristics:Health
1760,SRR5602044,Population Characteristics:Health
1761,SRR5602045,Population Characteristics:Health
1762,SRR5602046,Population Characteristics:Health
1763,SRR5602047,Population Characteristics:Health
1764,SRR5602048,Population Characteristics:Health
1765,SRR5602049,Population Characteristics:Health
1766,SRR5602050,Population Characteristics:Health
1767,SRR5602051,Population Characteristics:Health
1768,SRR5602052,Population Characteristics:Health
1769,SRR5602053,Population Characteristics:Health
1770,SRR5602054,Population Characteristics:Health
1771,SRR5602055,Population Characteristics:Health
1772,SRR5602056,Population Characteristics:Health
1773,SRR5602057,Population Characteristics:Health
1774,SRR5602058,Population Characteristics:Health
1775,SRR5602060,Population Characteristics:Health
1776,SRR5602062,Population Characteristics:Health
1777,SRR5602063,Population Characteristics:Health
1778,SRR5602064,Population Characteristics:Health
1779,SRR5602065,Population Characteristics:Health
1780,SRR5602066,Population Characteristics:Health
1781,SRR5602068,Population Characteristics:Health
1782,SRR5602069,Population Characteristics:Health
1783,SRR5602070,Population Characteristics:Health
1784,SRR5602071,Population Characteristics:Health
1785,SRR5602072,Population Characteristics:Health
1786,SRR5602073,Population Characteristics:Health
1787,SRR5602074,Population Characteristics:Health
1788,SRR5602075,Population Characteristics:Health
1789,SRR5602076,Population Characteristics:Health
1790,SRR5602077,Population Characteristics:Health
1791,SRR5602078,Population Characteristics:Health
1792,SRR5602079,Population Characteristics:Health
1793,SRR5602080,Population Characteristics:Health
1794,SRR5602081,Population Characteristics:Health
1795,SRR5602082,Population Characteristics:Health
1796,SRR5602083,Population Characteristics:Health
1797,SRR5602084,Population Characteristics:Health
1798,SRR5602085,Population Characteristics:Health
1799,SRR5602086,Population Characteristics:Health
1800,SRR5602087,Population Characteristics:Health
1801,SRR5602088,Population Characteristics:Health
1802,SRR5602089,Population Characteristics:Health
1803,SRR5602091,Population Characteristics:Health
1804,SRR5602092,Population Characteristics:Health
1805,SRR5602093,Population Characteristics:Health
1806,SRR5602094,Population Characteristics:Health
1807,SRR5602095,Population Characteristics:Health
1808,SRR5602096,Population Characteristics:Health
1809,SRR5602097,Population Characteristics:Health
1810,SRR5602098,Population Characteristics:Health
1811,SRR5602099,Population Characteristics:Health
1812,SRR5602100,Population Characteristics:Health
1813,SRR5602101,Population Characteristics:Health
1814,SRR5602102,Population Characteristics:Health
1815,SRR5602104,Population Characteristics:Health
1816,SRR5602105,Population Characteristics:Health
1817,SRR5602106,Population Characteristics:Health
1818,SRR5602107,Population Characteristics:Health
1819,SRR5602108,Population Characteristics:Health
1820,SRR5602109,Population Characteristics:Health
1821,SRR5602110,Population Characteristics:Health
1822,SRR5602111,Population Characteristics:Health
1823,SRR5602112,Population Characteristics:Health
1824,SRR5602113,Population Characteristics:Health
1825,SRR5602114,Population Characteristics:Health
1826,SRR5602115,Population Characteristics:Health
1827,SRR5602116,Population Characteristics:Health
1828,SRR5602117,Population Characteristics:Health
1829,SRR5602118,Population Characteristics:Health
1830,SRR5602119,Population Characteristics:Health
1831,SRR5602121,Population Characteristics:Health
1832,SRR5602122,Population Characteristics:Health
1833,SRR5602329,Population Characteristics:Health
1834,SRR5602330,Population Characteristics:Health
1835,SRR5602331,Population Characteristics:Health
1836,SRR5602332,Population Characteristics:Health
1837,SRR5602333,Population Characteristics:Health
1838,SRR5602334,Population Characteristics:Health
1839,SRR5602335,Population Characteristics:Health
1840,SRR5602336,Population Characteristics:Health
1841,SRR5602337,Population Characteristics:Health
1842,SRR5602338,Population Characteristics:Health
1843,SRR5602339,Population Characteristics:Health
1844,SRR5602340,Population Characteristics:Health
1845,SRR5602341,Population Characteristics:Health
1846,SRR5602342,Population Characteristics:Health
1847,SRR5602343,Population Characteristics:Health
1848,SRR5602344,Population Characteristics:Health
1849,SRR5602345,Population Characteristics:Health
1850,SRR5602347,Population Characteristics:Health
1851,SRR5602349,Population Characteristics:Health
1852,SRR5602350,Population Characteristics:Health
1853,SRR5602351,Population Characteristics:Health
1854,SRR5602353,Population Characteristics:Health
1855,SRR5602354,Population Characteristics:Health
1856,SRR5602124,Population Characteristics:Health
1857,SRR5602125,Population Characteristics:Health
1858,SRR5602126,Population Characteristics:Health
1859,SRR5602128,Population Characteristics:Health
1860,SRR5602129,Population Characteristics:Health
1861,SRR5602130,Population Characteristics:Health
1862,SRR5602131,Population Characteristics:Health
1863,SRR5602132,Population Characteristics:Health
1864,SRR5602133,Population Characteristics:Health
1865,SRR5602134,Population Characteristics:Health
1866,SRR5602135,Population Characteristics:Health
1867,SRR5602136,Population Characteristics:Health
1868,SRR5602137,Population Characteristics:Health
1869,SRR5602138,Population Characteristics:Health
1870,SRR5602139,Population Characteristics:Health
1871,SRR5602140,Population Characteristics:Health
1872,SRR5602141,Population Characteristics:Health
1873,SRR5602142,Population Characteristics:Health
1874,SRR5602143,Population Characteristics:Health
1875,SRR5602145,Population Characteristics:Health
1876,SRR5602147,Population Characteristics:Health
1877,SRR5602148,Population Characteristics:Health
1878,SRR5602151,Population Characteristics:Health
1879,SRR5602152,Population Characteristics:Health
1880,SRR5602153,Population Characteristics:Health
1881,SRR5602154,Population Characteristics:Health
1882,SRR5602155,Population Characteristics:Health
1883,SRR5602157,Population Characteristics:Health
1884,SRR5602158,Population Characteristics:Health
1885,SRR5602159,Population Characteristics:Health
1886,SRR5602160,Population Characteristics:Health
1887,SRR5602161,Population Characteristics:Health
1888,SRR5602162,Population Characteristics:Health
1889,SRR5602164,Population Characteristics:Health
1890,SRR5602165,Population Characteristics:Health
1891,SRR5602166,Population Characteristics:Health
1892,SRR5602167,Population Characteristics:Health
1893,SRR5602168,Population Characteristics:Health
1894,SRR5602169,Population Characteristics:Health
1895,SRR5602170,Population Characteristics:Health
1896,SRR5602171,Population Characteristics:Health
1897,SRR5602172,Population Characteristics:Health
1898,SRR5602173,Population Characteristics:Health
1899,SRR5602174,Population Characteristics:Health
1900,SRR5602175,Population Characteristics:Health
1901,SRR5602176,Population Characteristics:Health
1902,SRR5602177,Population Characteristics:Health
1903,SRR5602178,Population Characteristics:Health
1904,SRR5602179,Population Characteristics:Health
1905,SRR5602180,Population Characteristics:Health
1906,SRR5602182,Population Characteristics:Health
1907,SRR5602183,Population Characteristics:Health
1908,SRR5602184,Population Characteristics:Health
1909,SRR5602186,Population Characteristics:Health
1910,SRR5602187,Population Characteristics:Health
1911,SRR5602189,Population Characteristics:Health
1912,SRR5602191,Population Characteristics:Health
1913,SRR5602192,Population Characteristics:Health
1914,SRR5602193,Population Characteristics:Health
1915,SRR5602194,Population Characteristics:Health
1916,SRR5602195,Population Characteristics:Health
1917,SRR5602196,Population Characteristics:Health
1918,SRR5602197,Population Characteristics:Health
1919,SRR5602198,Population Characteristics:Health
1920,SRR5602199,Population Characteristics:Health
1921,SRR5602201,Population Characteristics:Health
1922,SRR5602202,Population Characteristics:Health
1923,SRR5602203,Population Characteristics:Health
1924,SRR5602204,Population Characteristics:Health
1925,SRR5602205,Population Characteristics:Health
1926,SRR5602206,Population Characteristics:Health
1927,SRR5602207,Population Characteristics:Health
1928,SRR5602208,Population Characteristics:Health
1929,SRR5602210,Population Characteristics:Health
1930,SRR5602211,Population Characteristics:Health
1931,SRR5602212,Population Characteristics:Health
1932,SRR5602213,Population Characteristics:Health
1933,SRR5602214,Population Characteristics:Health
1934,SRR5602215,Population Characteristics:Health
1935,SRR5602216,Population Characteristics:Health
1936,SRR5602217,Population Characteristics:Health
1937,SRR5602218,Population Characteristics:Health
1938,SRR5602220,Population Characteristics:Health
1939,SRR5602222,Population Characteristics:Health
1940,SRR5602223,Population Characteristics:Health
1941,SRR5602224,Population Characteristics:Health
1942,SRR5602225,Population Characteristics:Health
1943,SRR5602226,Population Characteristics:Health
1944,SRR5602227,Population Characteristics:Health
1945,SRR5602228,Population Characteristics:Health
1946,SRR5602229,Population Characteristics:Health
1947,SRR5602230,Population Characteristics:Health
1948,SRR5602231,Population Characteristics:Health
1949,SRR5602232,Population Characteristics:Health
1950,SRR5602233,Population Characteristics:Health
1951,SRR5602234,Population Characteristics:Health
1952,SRR5602235,Population Characteristics:Health
1953,SRR5602236,Population Characteristics:Health
1954,SRR5602237,Population Characteristics:Health
1955,SRR5602238,Population Characteristics:Health
1956,SRR5602239,Population Characteristics:Health
1957,SRR5602240,Population Characteristics:Health
1958,SRR5602242,Population Characteristics:Health
1959,SRR5602243,Population Characteristics:Health
1960,SRR5602244,Population Characteristics:Health
1961,SRR5602245,Population Characteristics:Health
1962,SRR5602246,Population Characteristics:Health
1963,SRR5602247,Population Characteristics:Health
1964,SRR5602248,Population Characteristics:Health
1965,SRR5602249,Population Characteristics:Health
1966,SRR5602250,Population Characteristics:Health
1967,SRR5602252,Population Characteristics:Health
1968,SRR5602253,Population Characteristics:Health
1969,SRR5602255,Population Characteristics:Health
1970,SRR5602256,Population Characteristics:Health
1971,SRR5602257,Population Characteristics:Health
1972,SRR5602258,Population Characteristics:Health
1973,SRR5602260,Population Characteristics:Health
1974,SRR5602261,Population Characteristics:Health
1975,SRR5602263,Population Characteristics:Health
1976,SRR5602264,Population Characteristics:Health
1977,SRR5602265,Population Characteristics:Health
1978,SRR5602266,Population Characteristics:Health
1979,SRR5602267,Population Characteristics:Health
1980,SRR5602269,Population Characteristics:Health
1981,SRR5602270,Population Characteristics:Health
1982,SRR5602271,Population Characteristics:Health
1983,SRR5602273,Population Characteristics:Health
1984,SRR5602275,Population Characteristics:Health
1985,SRR5602276,Population Characteristics:Health
1986,SRR5602278,Population Characteristics:Health
1987,SRR5602279,Population Characteristics:Health
1988,SRR5602280,Population Characteristics:Health
1989,SRR5602281,Population Characteristics:Health
1990,SRR5602283,Population Characteristics:Health
1991,SRR5602284,Population Characteristics:Health
1992,SRR5602285,Population Characteristics:Health
1993,SRR5602286,Population Characteristics:Health
1994,SRR5602287,Population Characteristics:Health
1995,SRR5602289,Population Characteristics:Health
1996,SRR5602290,Population Characteristics:Health
1997,SRR5602292,Population Characteristics:Health
1998,SRR5602293,Population Characteristics:Health
1999,SRR5602294,Population Characteristics:Health
2000,SRR5602295,Population Characteristics:Health
2001,SRR5602296,Population Characteristics:Health
2002,SRR5602297,Population Characteristics:Health
2003,SRR5602299,Population Characteristics:Health
2004,SRR5602301,Population Characteristics:Health
2005,SRR5602302,Population Characteristics:Health
2006,SRR5602304,Population Characteristics:Health
2007,SRR5602305,Population Characteristics:Health
2008,SRR5602306,Population Characteristics:Health
2009,SRR5602308,Population Characteristics:Health
2010,SRR5602310,Population Characteristics:Health
2011,SRR5602312,Population Characteristics:Health
2012,SRR5602313,Population Characteristics:Health
2013,SRR5602314,Population Characteristics:Health
2014,SRR5602315,Population Characteristics:Health
2015,SRR5602316,Population Characteristics:Health
2016,SRR5602317,Population Characteristics:Health
2017,SRR5602318,Population Characteristics:Health
2018,SRR5602320,Population Characteristics:Health
2019,SRR5602321,Population Characteristics:Health
2020,SRR5602322,Population Characteristics:Health
2021,SRR5602323,Population Characteristics:Health
2022,SRR5602324,Population Characteristics:Health
2023,SRR5602327,Population Characteristics:Health
2024,SRR5602328,Population Characteristics:Health
2025,SRR5609946,Population Characteristics:Health
2026,SRR5609947,Population Characteristics:Health
2027,SRR5609948,Population Characteristics:Health
2028,SRR5609949,Population Characteristics:Health
2029,SRR5609951,Population Characteristics:Health
2030,SRR5609952,Population Characteristics:Health
2031,SRR5609953,Population Characteristics:Health
2032,SRR5609954,Population Characteristics:Health
2033,SRR5609955,Population Characteristics:Health
2034,SRR5609956,Population Characteristics:Health
2035,SRR5609957,Population Characteristics:Health
2036,SRR5609958,Population Characteristics:Health
2037,SRR5609960,Population Characteristics:Health
2038,SRR5609961,Population Characteristics:Health
2039,SRR5609962,Population Characteristics:Health
2040,SRR5609963,Population Characteristics:Health
2041,SRR5609966,Population Characteristics:Health
2042,SRR5609967,Population Characteristics:Health
2043,SRR5609968,Population Characteristics:Health
2044,SRR5609969,Population Characteristics:Health
2045,SRR5609970,Population Characteristics:Health
2046,SRR5609971,Population Characteristics:Health
2047,SRR5609973,Population Characteristics:Health
2048,SRR5609975,Population Characteristics:Health
2049,SRR5609976,Population Characteristics:Health
2050,SRR5609977,Population Characteristics:Health
2051,SRR5609978,Population Characteristics:Health
2052,SRR5609979,Population Characteristics:Health
2053,SRR5609980,Population Characteristics:Health
2054,SRR5609981,Population Characteristics:Health
2055,SRR5609982,Population Characteristics:Health
2056,SRR5609983,Population Characteristics:Health
2057,SRR5609985,Population Characteristics:Health
2058,SRR5609986,Population Characteristics:Health
2059,SRR5609988,Population Characteristics:Health
2060,SRR5609989,Population Characteristics:Health
2061,SRR5609990,Population Characteristics:Health
2062,SRR5609991,Population Characteristics:Health
2063,SRR5609992,Population Characteristics:Health
2064,SRR5609993,Population Characteristics:Health
2065,SRR5609994,Population Characteristics:Health
2066,SRR5609995,Population Characteristics:Health
2067,SRR5609996,Population Characteristics:Health
2068,SRR5609997,Population Characteristics:Health
2069,SRR5609998,Population Characteristics:Health
2070,SRR5609999,Population Characteristics:Health
2071,SRR5610000,Population Characteristics:Health
2072,SRR5610001,Population Characteristics:Health
2073,SRR5610002,Population Characteristics:Health
2074,SRR5610004,Population Characteristics:Health
2075,SRR5610005,Population Characteristics:Health
2076,SRR5610006,Population Characteristics:Health
2077,SRR5610007,Population Characteristics:Health
2078,SRR5610008,Population Characteristics:Health
2079,SRR5610010,Population Characteristics:Health
2080,SRR5610011,Population Characteristics:Health
2081,SRR5610012,Population Characteristics:Health
2082,SRR5610013,Population Characteristics:Health
2083,SRR5610014,Population Characteristics:Health
2084,SRR5610016,Population Characteristics:Health
2085,SRR5610017,Population Characteristics:Health
2086,SRR5610018,Population Characteristics:Health
2087,SRR5610019,Population Characteristics:Health
2088,SRR5610020,Population Characteristics:Health
2089,SRR5610023,Population Characteristics:Health
2090,SRR5610024,Population Characteristics:Health
2091,SRR5610025,Population Characteristics:Health
2092,SRR5610027,Population Characteristics:Health
2093,SRR5610028,Population Characteristics:Health
2094,SRR5610029,Population Characteristics:Health
2095,SRR5610030,Population Characteristics:Health
2096,SRR5610031,Population Characteristics:Health
2097,SRR5610032,Population Characteristics:Health
2098,SRR5610033,Population Characteristics:Health
2099,SRR5610034,Population Characteristics:Health
2100,SRR5610035,Population Characteristics:Health
2101,SRR5610036,Population Characteristics:Health
2102,SRR5610037,Population Characteristics:Health
2103,SRR5610038,Population Characteristics:Health
2104,SRR5610039,Population Characteristics:Health
2105,SRR5610040,Population Characteristics:Health
2106,SRR5610042,Population Characteristics:Health
2107,SRR5610044,Population Characteristics:Health
2108,SRR5610045,Population Characteristics:Health
2109,SRR5610046,Population Characteristics:Health
2110,SRR5610047,Population Characteristics:Health
